Date,Open,High,Low,Close,Adj Close,Volume
10/1/14,4.47096,4.50374,3.4806,3.754,3.754,120987520
11/1/14,3.75666,4.35022,3.48041,3.57609,3.57609,102499340
12/1/14,3.57559,3.76522,2.66743,2.71893,2.71893,71412500
1/1/15,2.72421,2.72421,1.11374,1.8735,1.8735,99981256
2/1/15,1.87878,2.02953,1.67915,1.84073,1.84073,51523802
3/1/15,1.84576,2.08345,1.61117,1.6526,1.6526,55267985
4/1/15,1.65103,1.71585,1.30402,1.43984,1.43984,34766786
5/1/15,1.44285,1.90414,1.38305,1.63708,1.63708,42990806
6/1/15,1.63856,4.34331,1.59339,4.08676,4.08676,119591644
7/1/15,4.086,8.72748,3.29972,4.64104,4.64104,385836650
8/1/15,4.63908,4.64418,2.54379,2.84207,2.84207,116032840
9/1/15,2.84742,3.172,2.57997,3.00978,3.00978,49180300
10/1/15,3.0139,4.19904,2.95597,3.80433,3.80433,66466263
11/1/15,3.81509,5.3245,2.94258,3.62122,3.62122,135804380
12/1/15,3.62608,3.97331,3.30366,3.48017,3.48017,89443960
1/1/16,3.47952,3.64142,2.91946,3.05216,3.05216,94961890
2/1/16,3.07343,3.58364,3.03791,3.44611,3.44611,47292165
3/1/16,3.44835,3.45429,3.13297,3.25707,3.25707,38536977
4/1/16,3.24575,4.22993,3.19817,3.65975,3.65975,65797878
5/1/16,3.6575,4.86499,3.63868,4.65039,4.65039,102670010
6/1/16,4.65329,5.94637,3.46607,4.1935,4.1935,188500720
7/1/16,4.19349,4.66093,3.93099,4.01382,4.01382,105277610
8/1/16,4.06291,4.06291,3.51913,3.79744,3.79744,83652350
9/1/16,3.79563,4.19906,3.76075,3.8416,3.8416,62830982
10/1/16,3.84776,4.23212,3.74558,3.99396,3.99396,83556300
11/1/16,3.9986,4.18291,3.69194,3.89379,3.89379,81387580
12/1/16,3.90945,4.77201,3.32781,4.32529,4.32529,164804910
1/1/17,4.32912,4.94586,3.61359,4.07864,4.07864,274656140
2/1/17,4.07604,4.13166,3.69848,3.77099,3.77099,149051010
