Date,Open,High,Low,Close,Adj Close,Volume
2014-10-01,0.004645,0.005243,0.004525,0.004867,0.004867,7166996
2014-11-01,0.004865,0.015297,0.004636,0.011211,0.011211,29228626
2014-12-01,0.011204,0.028034,0.008105,0.024438,0.024438,66809767
2015-01-01,0.024455,0.024455,0.014113,0.014298,0.014298,43380373
2015-02-01,0.014286,0.015494,0.012983,0.012998,0.012998,20921878
2015-03-01,0.012992,0.012992,0.007772,0.007772,0.007772,35716645
2015-04-01,0.007772,0.009269,0.007564,0.008029,0.008029,15391396
2015-05-01,0.008035,0.009179,0.005697,0.008290,0.008290,18297059
2015-06-01,0.008276,0.012017,0.007429,0.011320,0.011320,15896274
2015-07-01,0.011317,0.011405,0.007447,0.008437,0.008437,15074103
2015-08-01,0.008438,0.008905,0.007041,0.007884,0.007884,10414486
2015-09-01,0.007884,0.008645,0.005421,0.005520,0.005520,12300980
2015-10-01,0.005518,0.005902,0.004554,0.004687,0.004687,12339800
2015-11-01,0.004685,0.005860,0.004130,0.004201,0.004201,12175336
2015-12-01,0.004202,0.009071,0.004041,0.006040,0.006040,37887299
2016-01-01,0.006040,0.007001,0.005011,0.006399,0.006399,20090306
2016-02-01,0.006398,0.008666,0.006366,0.007923,0.007923,25743896
2016-03-01,0.007923,0.008993,0.007274,0.007391,0.007391,24004891
2016-04-01,0.007391,0.007536,0.005685,0.006812,0.006812,21524624
2016-05-01,0.006812,0.006819,0.005614,0.005706,0.005706,15843898
2016-06-01,0.005701,0.007577,0.005690,0.006657,0.006657,57012719
2016-07-01,0.006651,0.008447,0.005944,0.005945,0.005945,22900464
2016-08-01,0.005942,0.006560,0.005630,0.006012,0.006012,28975007
2016-09-01,0.006013,0.009240,0.005815,0.008830,0.008830,96112558
2016-10-01,0.008839,0.009485,0.007260,0.008196,0.008196,92834093
2016-11-01,0.008197,0.008308,0.006720,0.006723,0.006723,60944653
2016-12-01,0.006723,0.007162,0.006126,0.006449,0.006449,55858911
2017-01-01,0.006523,0.007160,0.006031,0.006314,0.006314,39156759
2017-02-01,0.006311,0.007833,0.005427,0.005536,0.005536,23637113
2017-03-01,0.005525,0.021776,0.005372,0.020889,0.020889,220573420
2017-04-01,0.021743,0.071441,0.019664,0.051607,0.051607,1109643776
2017-05-01,0.051580,0.435170,0.049317,0.246590,0.246590,5788513336
2017-06-01,0.243946,0.339533,0.240868,0.262930,0.262930,6264710696
2017-07-01,0.262855,0.263053,0.119770,0.167386,0.167386,3796232804
2017-08-01,0.168024,0.297662,0.152305,0.255630,0.255630,9021628896
2017-09-01,0.255803,0.256162,0.150973,0.197529,0.197529,3693570804
2017-10-01,0.197622,0.291359,0.190455,0.200558,0.200558,6810508852
2017-11-01,0.200247,0.301084,0.183815,0.250878,0.250878,7053153144
2017-12-01,0.250352,2.854530,0.221340,2.300570,2.300570,60433139712
2018-01-01,2.296020,3.841940,0.897797,1.162390,1.162390,105603069632
2018-02-01,1.160880,1.300590,0.588360,0.904583,0.904583,36939665216
2018-03-01,0.904131,1.080210,0.484362,0.512353,0.512353,17449674064
2018-04-01,0.513854,0.965610,0.465615,0.837938,0.837938,22228505040
2018-05-01,0.838355,0.927695,0.551635,0.612622,0.612622,14500476976
2018-06-01,0.612893,0.703623,0.427302,0.466245,0.466245,8655380016
2018-07-01,0.465944,0.519560,0.427753,0.435225,0.435225,7476793048
2018-08-01,0.435562,0.459134,0.253983,0.335332,0.335332,8367297000
2018-09-01,0.335313,0.769380,0.255756,0.581572,0.581572,22440748000
2018-10-01,0.583511,0.602337,0.378914,0.448382,0.448382,15459518000
2018-11-01,0.448620,0.560547,0.324953,0.362455,0.362455,21368949729
2018-12-01,0.362557,0.448477,0.282523,0.352706,0.352706,17988339238
2019-01-01,0.352512,0.381949,0.285888,0.310036,0.310036,14662353948
2019-02-01,0.310839,0.343676,0.290119,0.315078,0.315078,16987628276
2019-03-01,0.315066,0.326784,0.298987,0.309229,0.309229,21925414930
2019-04-01,0.309195,0.374064,0.287485,0.309476,0.309476,37521700569
2019-05-01,0.309490,0.474619,0.294114,0.438574,0.438574,66586697273
2019-06-01,0.438711,0.505467,0.379967,0.396411,0.396411,55466087196
2019-07-01,0.395900,0.417618,0.291294,0.320909,0.320909,42214767349
2019-08-01,0.320734,0.331414,0.249951,0.259204,0.259204,32794693243
2019-09-01,0.259171,0.322034,0.227052,0.255933,0.255933,38481735271
2019-10-01,0.256213,0.310290,0.244366,0.296358,0.296358,51233021096
2019-11-01,0.296389,0.313278,0.207013,0.226474,0.226474,54964061382
2019-12-01,0.226466,0.233737,0.178485,0.192894,0.192894,40316503335
2020-01-01,0.192912,0.251187,0.185846,0.239233,0.239233,54593441850
2020-02-01,0.239191,0.343972,0.226173,0.231193,0.231193,87190811881
2020-03-01,0.231105,0.245920,0.115093,0.174563,0.174563,75868716576
2020-04-01,0.174315,0.235703,0.169134,0.212761,0.212761,61696848910
2020-05-01,0.212858,0.226340,0.188483,0.202906,0.202906,61956266331
2020-06-01,0.202834,0.214335,0.174489,0.175870,0.175870,35578383227
2020-07-01,0.175750,0.259601,0.174234,0.258904,0.258904,38625961278
2020-08-01,0.258904,0.324403,0.255844,0.281766,0.281766,65782526471
2020-09-01,0.281612,0.303214,0.220625,0.242311,0.242311,42008569933
2020-10-01,0.242368,0.263463,0.230124,0.239744,0.239744,54258339507
2020-11-01,0.239739,0.768019,0.228772,0.664337,0.664337,277581515059
2020-12-01,0.664515,0.679158,0.174831,0.219846,0.219846,357938635331
2021-01-01,0.219845,0.499702,0.215816,0.492314,0.492314,212706485107
2021-02-01,0.492512,0.744821,0.344269,0.414953,0.414953,293948049804
2021-03-01,0.415109,0.602618,0.413587,0.573869,0.573869,134191839512
2021-04-01,0.573959,1.964997,0.559002,1.591674,1.591674,481624604752
